code;artikul;vendor;gname;description;EAN;sprice;warr;warrunit;width;height;depth;weight;volume;ukt zed;rrp_uah;prp_uah;stock;warehouse1;amount;images
R00000000288;R00000000288;Richman;Диван Richman Візит Подвійний Флай 2230;Диван Richman Візит — це класика з м'якими округлими формами, ідеальна для вишуканого офісу або квартири в класичному стилі. Доступний у варіантах одномісного, двомісного модуля, з підлокітниками або без, а також кутового модуля, які можна комбінувати за бажанням. Оббивка може бути з екошкіри, натуральної шкіри або іншої тканини на вибір, а модулі можуть з'єднуватися між собою. Диван відрізняється ергономічністю та має офіційний висновок про відповідність ортопедичним вимогам.;2800000002893;10542;18;2;169;91;89;40;1.3;9401;17304;16440;1;2;2;https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-vizyt-podvijnyj-flaj-2230-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-vizyt-podvijnyj-flaj-2230_1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-vizyt-podvijnyj-flaj-2230_2-optimized.jpg
R00000047263;R00000047263;Richman;Диван Richman Джанні Подвійний Бруклін 80;"Офісний диван ""Джаннi"" від українського бренду Richman — це елегантний та стильний вибір для сучасного робочого простору. Завдяки ергономічному дизайну та міцній конструкції з дерев’яного бруса та металевих ніжок, він забезпечує комфорт і довговічність. Модель доступна як м’яке крісло та диван на два місця, а оббивку можна вибрати з різних тканин та шкірозамінників. Наші консультанти завжди готові допомогти вам з вибором через телефон або месенджери.";2800000437299;9030;18;2;152;85;74;20;0.96;9401;14820;14082;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2025/01/dyvan-dzhanni-podvijnyj-bruklin-80-1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/01/dyvan-dzhanni-podvijnyj-bruklin-80-3-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/01/dyvan-dzhanni-podvijnyj-bruklin-80-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/01/dyvan-dzhanni-podvijnyj-bruklin-80-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/01/dyvan-dzhanni-podvijnyj-bruklin-80-5-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/01/dyvan-dzhanni-podvijnyj-bruklin-80-11-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/01/dyvan-dzhanni-podvijnyj-bruklin-80-10-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/01/dyvan-dzhanni-podvijnyj-bruklin-80-12-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/01/dyvan-dzhanni-podvijnyj-bruklin-80-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/01/dyvan-dzhanni-podvijnyj-bruklin-80-15-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/01/dyvan-dzhanni-podvijnyj-bruklin-80-16-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2025/01/dyvan-dzhanni-podvijnyj-bruklin-80-9-optimized.jpg
R00000030970;R00000030970;Richman;Диван Richman Канзас Подвійний на дерев’яних ніжках Флай 2230;Диван Канзас від Richman поєднує сучасний дизайн і комфорт, з лаконічними прямими лініями та стильними металевими або дерев'яними ніжками. Його ергономічне сидіння зі спинкою і середньої жорсткості наповнювач з поролону високої щільності забезпечують зручність і довговічність. Модель доступна у варіантах на 2 або 3 місця з можливістю вибору оббивки з понад 500 видів матеріалів у 10 000+ відтінках, а також різноманітних кольорів ніжок. Завершіть інтер'єр м'яким кріслом з цієї ж серії.;2800000309718;7698;18;2;152;77;90;35;1.05;9401;12636;12006;1;3;3;https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-kanzas-podvijnyj-nizhky-venge-flaj-2230-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-kanzas-podvijnyj-nizhky-venge-flaj-2230_1-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-kanzas-podvijnyj-nizhky-venge-flaj-2230_2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-kanzas-podvijnyj-nizhky-venge-flaj-2230_3-optimized.jpg, 
R00000039521;R00000039521;Richman;Диван Richman Лаунж Одиниця зі спинкою Роккі 43 + Чорний;Richman Лаунж – це сучасна модульна система диванів у стилі лофт, доступна в одиночних і кутових модифікаціях, зі спинкою або без. Завдяки спеціальній системі ламелей сидіння забезпечують високий комфорт і зносостійкість, а легкі модулі можна легко переміщувати для зручності. Обрати оббивку можна з 90 000 варіантів тканин і матеріалів, а каркас дивана виготовлений з металевої труби, пофарбованої порошковою фарбою в різні кольори за системою RAL.;3000000395226;4746;18;2;79;79;85;21;0.53;9401;7788;7404;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-launzh-odynarnyj-zi-spynkoyu-karkas-chornyj-rokki-43-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-launzh-odynarnyj-zi-spynkoyu-karkas-chornyj-rokki-43-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-launzh-odynarnyj-zi-spynkoyu-karkas-chornyj-rokki-43-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-launzh-odynarnyj-zi-spynkoyu-karkas-chornyj-rokki-43-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-launzh-odynarnyj-zi-spynkoyu-karkas-chornyj-rokki-43-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-launzh-odynarnyj-zi-spynkoyu-karkas-chornyj-rokki-43-10-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-launzh-odynarnyj-zi-spynkoyu-karkas-chornyj-rokki-43-13-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-launzh-odynarnyj-zi-spynkoyu-karkas-chornyj-rokki-43-12-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-launzh-odynarnyj-zi-spynkoyu-karkas-chornyj-rokki-43-16-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-launzh-odynarnyj-zi-spynkoyu-karkas-chornyj-rokki-43-11-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-launzh-odynarnyj-zi-spynkoyu-karkas-chornyj-rokki-43-14-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-launzh-odynarnyj-zi-spynkoyu-karkas-chornyj-rokki-43-15-optimized.jpg
R00000048416;R00000048416;Richman;Диван Richman Офіс Подвійний зі спинкою і підлокітниками на металокаркасі Роккі 100;Диван Richman Офіс – це елегантне і функціональне рішення для будь-якого простору. Його універсальний дизайн з хромованими ніжками або на металокаркасі та квадратним декоруванням ідеально підходить для кабінетів, зон відпочинку, переговорних або залів очікування. Оббивка може бути виконана з екошкіри або будь-якої іншої тканини, що дозволяє адаптувати диван до будь-якого інтер'єру. Доступні різні модулі: класичний одиночний, подвійний та кутовий, які можна комбінувати, забезпечуючи високу мобільність і максимальний комфорт.;2800000331740;8952;18;2;156;66;66;25;0.67;9401;14694;13962;1;2;2;https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-03-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-05-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-06-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-07-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-08-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-09-optimized.jpg
R00000048416;R00000048416;Richman;Диван Richman Офіс Подвійний зі спинкою і підлокітниками на металокаркасі Роккі 100;Диван Richman Офіс – це елегантне і функціональне рішення для будь-якого простору. Його універсальний дизайн з хромованими ніжками або на металокаркасі та квадратним декоруванням ідеально підходить для кабінетів, зон відпочинку, переговорних або залів очікування. Оббивка може бути виконана з екошкіри або будь-якої іншої тканини, що дозволяє адаптувати диван до будь-якого інтер'єру. Доступні різні модулі: класичний одиночний, подвійний та кутовий, які можна комбінувати, забезпечуючи високу мобільність і максимальний комфорт.;2800000331740;8952;18;2;156;66;66;25;0.67;9401;14694;13962;1;2;2;https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-03-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-05-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-06-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-07-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-08-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-09-optimized.jpg
R00000047721;R00000047721;Richman;Диван Richman Офіс Подвійний зі спинкою і підлокітниками на металокаркасі Роккі 95;Диван Richman Офіс – це елегантне і функціональне рішення для будь-якого простору. Його універсальний дизайн з хромованими ніжками або на металокаркасі та квадратним декоруванням ідеально підходить для кабінетів, зон відпочинку, переговорних або залів очікування. Оббивка може бути виконана з екошкіри або будь-якої іншої тканини, що дозволяє адаптувати диван до будь-якого інтер'єру. Доступні різні модулі: класичний одиночний, подвійний та кутовий, які можна комбінувати, забезпечуючи високу мобільність і максимальний комфорт.;3000000477229;8952;18;2;156;66;66;25;0.67;9401;14694;13962;1;3;3;https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-ofis-podvijnyj-zi-spynkoyu-i-pidlokitnykamy-karkas-chornyj-rokki-95-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-ofis-podvijnyj-zi-spynkoyu-i-pidlokitnykamy-karkas-chornyj-rokki-95-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-ofis-podvijnyj-zi-spynkoyu-i-pidlokitnykamy-karkas-chornyj-rokki-95-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-ofis-podvijnyj-zi-spynkoyu-i-pidlokitnykamy-karkas-chornyj-rokki-95-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-ofis-podvijnyj-zi-spynkoyu-i-pidlokitnykamy-karkas-chornyj-rokki-95-10-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-ofis-podvijnyj-zi-spynkoyu-i-pidlokitnykamy-karkas-chornyj-rokki-95-11-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-ofis-podvijnyj-zi-spynkoyu-i-pidlokitnykamy-karkas-chornyj-rokki-95-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-ofis-podvijnyj-zi-spynkoyu-i-pidlokitnykamy-karkas-chornyj-rokki-95-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-ofis-podvijnyj-zi-spynkoyu-i-pidlokitnykamy-karkas-chornyj-rokki-95-12-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-ofis-podvijnyj-zi-spynkoyu-i-pidlokitnykamy-karkas-chornyj-rokki-95-14-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/08/dyvan-ofis-podvijnyj-zi-spynkoyu-i-pidlokitnykamy-karkas-chornyj-rokki-95-13-optimized.jpg
R00000049174;R00000049174;Richman;Диван Richman Офіс Подвійний зі спинкою і підлокітниками на металокаркасі Флай 2230;Диван Richman Офіс – це елегантне і функціональне рішення для будь-якого простору. Його універсальний дизайн з хромованими ніжками або на металокаркасі та квадратним декоруванням ідеально підходить для кабінетів, зон відпочинку, переговорних або залів очікування. Оббивка може бути виконана з екошкіри або будь-якої іншої тканини, що дозволяє адаптувати диван до будь-якого інтер'єру. Доступні різні модулі: класичний одиночний, подвійний та кутовий, які можна комбінувати, забезпечуючи високу мобільність і максимальний комфорт.;3000000491751;8952;18;2;156;66;66;25;0.67;9401;14694;13962;1;1;1;https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-04-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-06-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-09-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-07-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-08-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-podvijnij-na-metalokarkasi-rokki-100-05-optimized.jpg
R00000052344;R00000052344;Richman;Диван Richman Офіс Подвійний зі спинкою на металокаркасі Етна 09;Диван Richman Офіс – це елегантне і функціональне рішення для будь-якого простору. Його універсальний дизайн з хромованими ніжками або на металокаркасі та квадратним декоруванням ідеально підходить для кабінетів, зон відпочинку, переговорних або залів очікування. Оббивка може бути виконана з екошкіри або будь-якої іншої тканини, що дозволяє адаптувати диван до будь-якого інтер'єру. Доступні різні модулі: класичний одиночний, подвійний та кутовий, які можна комбінувати, забезпечуючи високу мобільність і максимальний комфорт.;3000000523452;8556;18;2;156;73;66;40;0.75;9401;14046;13344;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-ofis-podvijnyj-zi-spynkoyu-karkas-chornyj-etna-09-4-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-ofis-podvijnyj-zi-spynkoyu-karkas-chornyj-etna-09-2-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-ofis-podvijnyj-zi-spynkoyu-karkas-chornyj-etna-09-6-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-ofis-podvijnyj-zi-spynkoyu-karkas-chornyj-etna-09-7-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-ofis-podvijnyj-zi-spynkoyu-karkas-chornyj-etna-09-9-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-ofis-podvijnyj-zi-spynkoyu-karkas-chornyj-etna-09-10-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-ofis-podvijnyj-zi-spynkoyu-karkas-chornyj-etna-09-8-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2024/12/dyvan-ofis-podvijnyj-zi-spynkoyu-karkas-chornyj-etna-09-11-optimized.jpg
R00000047326;R00000047326;Richman;Диван Richman Офіс Подвійний зі спинкою та підлокітниками Роккі 100;Диван Richman Офіс – це елегантне і функціональне рішення для будь-якого простору. Його універсальний дизайн з хромованими ніжками або на металокаркасі та квадратним декоруванням ідеально підходить для кабінетів, зон відпочинку, переговорних або залів очікування. Оббивка може бути виконана з екошкіри або будь-якої іншої тканини, що дозволяє адаптувати диван до будь-якого інтер'єру. Доступні різні модулі: класичний одиночний, подвійний та кутовий, які можна комбінувати, забезпечуючи високу мобільність і максимальний комфорт.;2800000267490;8238;18;2;156;66;66;25;0.67;9401;13524;12852;1;3;3;https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-dvijka-zi-spinkoyu-i-pidlokitnikami-flaj-2230-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-dvijka-zi-spinkoyu-i-pidlokitnikami-flaj-2230-01-optimized.jpg
R00000047326;R00000047326;Richman;Диван Richman Офіс Подвійний зі спинкою та підлокітниками Роккі 100;Диван Richman Офіс – це елегантне і функціональне рішення для будь-якого простору. Його універсальний дизайн з хромованими ніжками або на металокаркасі та квадратним декоруванням ідеально підходить для кабінетів, зон відпочинку, переговорних або залів очікування. Оббивка може бути виконана з екошкіри або будь-якої іншої тканини, що дозволяє адаптувати диван до будь-якого інтер'єру. Доступні різні модулі: класичний одиночний, подвійний та кутовий, які можна комбінувати, забезпечуючи високу мобільність і максимальний комфорт.;2800000267490;8238;18;2;156;66;66;25;0.67;9401;13524;12852;1;3;3;https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-dvijka-zi-spinkoyu-i-pidlokitnikami-flaj-2230-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-dvijka-zi-spinkoyu-i-pidlokitnikami-flaj-2230-01-optimized.jpg
R00000049010;R00000049010;Richman;Диван Richman Офіс Подвійний зі спинкою та підлокітниками Флай 2207;Диван Richman Офіс – це елегантне і функціональне рішення для будь-якого простору. Його універсальний дизайн з хромованими ніжками або на металокаркасі та квадратним декоруванням ідеально підходить для кабінетів, зон відпочинку, переговорних або залів очікування. Оббивка може бути виконана з екошкіри або будь-якої іншої тканини, що дозволяє адаптувати диван до будь-якого інтер'єру. Доступні різні модулі: класичний одиночний, подвійний та кутовий, які можна комбінувати, забезпечуючи високу мобільність і максимальний комфорт.;3000000490112;8238;18;2;156;66;66;25;0.67;9401;13524;12852;1;3;3;https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-dvijka-zi-spinkoyu-i-pidlokitnikami-flaj-2207-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-dvijka-zi-spinkoyu-i-pidlokitnikami-flaj-2207-01-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-dvijka-zi-spinkoyu-i-pidlokitnikami-flaj-2207-03-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-dvijka-zi-spinkoyu-i-pidlokitnikami-flaj-2207-04-optimized.jpg
R00000048694;R00000048694;Richman;Диван Richman Офіс Подвійний зі спинкою та підлокітниками Флай 2230;Диван Richman Офіс – це елегантне і функціональне рішення для будь-якого простору. Його універсальний дизайн з хромованими ніжками або на металокаркасі та квадратним декоруванням ідеально підходить для кабінетів, зон відпочинку, переговорних або залів очікування. Оббивка може бути виконана з екошкіри або будь-якої іншої тканини, що дозволяє адаптувати диван до будь-якого інтер'єру. Доступні різні модулі: класичний одиночний, подвійний та кутовий, які можна комбінувати, забезпечуючи високу мобільність і максимальний комфорт.;3000000486955;8238;18;2;156;66;66;25;0.67;9401;13524;12852;1;2;2;https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-dvijka-zi-spinkoyu-i-pidlokitnikami-flaj-2230-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-dvijka-zi-spinkoyu-i-pidlokitnikami-flaj-2230-01-optimized.jpg
R00000051135;R00000051135;Richman;Диван Richman Офіс Подвійний зі спинкою та підлокітниками Флай 2230;Диван Richman Офіс – це елегантне і функціональне рішення для будь-якого простору. Його універсальний дизайн з хромованими ніжками або на металокаркасі та квадратним декоруванням ідеально підходить для кабінетів, зон відпочинку, переговорних або залів очікування. Оббивка може бути виконана з екошкіри або будь-якої іншої тканини, що дозволяє адаптувати диван до будь-якого інтер'єру. Доступні різні модулі: класичний одиночний, подвійний та кутовий, які можна комбінувати, забезпечуючи високу мобільність і максимальний комфорт.;3000000511367;8238;18;2;156;66;66;25;0.67;9401;13524;12852;1;0;0;https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-dvijka-zi-spinkoyu-i-pidlokitnikami-flaj-2230-02-optimized.jpg, https://richmangroup.com.ua/wp-content/uploads/2023/03/divan-ofis-dvijka-zi-spinkoyu-i-pidlokitnikami-flaj-2230-01-optimized.jpg
